,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Daily_Return,Trading_Range,Volume_Ratio,Trading_Day,Trading_Month,Trading_Quarter,Trading_Year
175,"September 03, 2024",228.3,228.75,220.93,222.53,50190600,0.0,0.0,AAPL,Apple Inc.,-2.72,7.82,0.95,Tuesday,September,Q3,2024
176,"September 04, 2024",221.42,221.54,217.24,220.61,43840200,0.0,0.0,AAPL,Apple Inc.,-0.86,4.3,0.87,Wednesday,September,Q3,2024
177,"September 05, 2024",221.39,225.23,221.28,222.14,36615400,0.0,0.0,AAPL,Apple Inc.,0.69,3.96,0.84,Thursday,September,Q3,2024
178,"September 06, 2024",223.7,224.99,219.53,220.58,48423000,0.0,0.0,AAPL,Apple Inc.,-0.7,5.46,1.32,Friday,September,Q3,2024
179,"September 09, 2024",220.58,221.03,216.47,220.67,67180000,0.0,0.0,AAPL,Apple Inc.,0.04,4.55,1.39,Monday,September,Q3,2024
180,"September 10, 2024",218.68,221.24,216.49,219.87,51591000,0.0,0.0,AAPL,Apple Inc.,-0.36,4.74,0.77,Tuesday,September,Q3,2024
181,"September 11, 2024",221.22,222.84,217.65,222.42,44587100,0.0,0.0,AAPL,Apple Inc.,1.16,5.19,0.86,Wednesday,September,Q3,2024
182,"September 12, 2024",222.26,223.3,219.58,222.53,37498200,0.0,0.0,AAPL,Apple Inc.,0.05,3.73,0.84,Thursday,September,Q3,2024
183,"September 13, 2024",223.33,223.79,221.67,222.26,36766600,0.0,0.0,AAPL,Apple Inc.,-0.12,2.13,0.98,Friday,September,Q3,2024
184,"September 16, 2024",216.3,216.98,213.68,216.08,59357400,0.0,0.0,AAPL,Apple Inc.,-2.78,3.3,1.61,Monday,September,Q3,2024
185,"September 17, 2024",215.51,216.66,214.26,216.55,45519300,0.0,0.0,AAPL,Apple Inc.,0.22,2.4,0.77,Tuesday,September,Q3,2024
186,"September 18, 2024",217.31,222.47,217.3,220.45,59894900,0.0,0.0,AAPL,Apple Inc.,1.8,5.16,1.32,Wednesday,September,Q3,2024
187,"September 19, 2024",224.74,229.57,224.38,228.62,66781300,0.0,0.0,AAPL,Apple Inc.,3.71,5.18,1.11,Thursday,September,Q3,2024
188,"September 20, 2024",229.72,232.83,227.37,227.95,318679900,0.0,0.0,AAPL,Apple Inc.,-0.29,5.46,4.77,Friday,September,Q3,2024
189,"September 23, 2024",227.09,229.2,225.56,226.22,54146000,0.0,0.0,AAPL,Apple Inc.,-0.76,3.64,0.17,Monday,September,Q3,2024
190,"September 24, 2024",228.4,229.1,225.48,227.12,43556100,0.0,0.0,AAPL,Apple Inc.,0.4,3.62,0.8,Tuesday,September,Q3,2024
191,"September 25, 2024",224.68,227.04,223.77,226.12,42308700,0.0,0.0,AAPL,Apple Inc.,-0.44,3.27,0.97,Wednesday,September,Q3,2024
192,"September 26, 2024",227.05,228.25,225.16,227.27,36636700,0.0,0.0,AAPL,Apple Inc.,0.51,3.09,0.87,Thursday,September,Q3,2024
193,"September 27, 2024",228.21,229.27,227.05,227.54,34026000,0.0,0.0,AAPL,Apple Inc.,0.12,2.22,0.93,Friday,September,Q3,2024
194,"September 30, 2024",229.79,232.74,229.4,232.74,54541900,0.0,0.0,AAPL,Apple Inc.,2.29,3.35,1.6,Monday,September,Q3,2024
195,"October 01, 2024",229.27,229.4,223.49,225.96,63285000,0.0,0.0,AAPL,Apple Inc.,-2.91,5.9,1.16,Tuesday,October,Q4,2024
196,"October 02, 2024",225.64,227.12,222.77,226.53,32880600,0.0,0.0,AAPL,Apple Inc.,0.25,4.35,0.52,Wednesday,October,Q4,2024
197,"October 03, 2024",224.89,226.56,223.07,225.42,34044200,0.0,0.0,AAPL,Apple Inc.,-0.49,3.49,1.04,Thursday,October,Q4,2024
198,"October 04, 2024",227.65,227.75,223.88,226.55,37245100,0.0,0.0,AAPL,Apple Inc.,0.5,3.87,1.09,Friday,October,Q4,2024
199,"October 07, 2024",224.25,225.44,221.09,221.45,39505400,0.0,0.0,AAPL,Apple Inc.,-2.25,4.36,1.06,Monday,October,Q4,2024
200,"October 08, 2024",224.05,225.73,223.0,225.52,31855700,0.0,0.0,AAPL,Apple Inc.,1.84,2.73,0.81,Tuesday,October,Q4,2024
201,"October 09, 2024",224.98,229.5,224.58,229.29,33591100,0.0,0.0,AAPL,Apple Inc.,1.67,4.91,1.05,Wednesday,October,Q4,2024
202,"October 10, 2024",227.53,229.25,226.92,228.79,28183500,0.0,0.0,AAPL,Apple Inc.,-0.22,2.33,0.84,Thursday,October,Q4,2024
203,"October 11, 2024",229.05,229.16,227.09,227.3,31759200,0.0,0.0,AAPL,Apple Inc.,-0.65,2.07,1.13,Friday,October,Q4,2024
204,"October 14, 2024",228.45,231.48,228.35,231.05,39882100,0.0,0.0,AAPL,Apple Inc.,1.65,3.13,1.26,Monday,October,Q4,2024
205,"October 15, 2024",233.35,237.23,232.11,233.59,64751400,0.0,0.0,AAPL,Apple Inc.,1.1,5.11,1.62,Tuesday,October,Q4,2024
206,"October 16, 2024",231.35,231.86,229.59,231.53,34082200,0.0,0.0,AAPL,Apple Inc.,-0.89,2.28,0.53,Wednesday,October,Q4,2024
207,"October 17, 2024",233.17,233.59,230.27,231.89,32993800,0.0,0.0,AAPL,Apple Inc.,0.16,3.33,0.97,Thursday,October,Q4,2024
208,"October 18, 2024",235.92,235.92,233.75,234.74,46431500,0.0,0.0,AAPL,Apple Inc.,1.23,2.17,1.41,Friday,October,Q4,2024
209,"October 21, 2024",234.19,236.59,234.19,236.22,36254500,0.0,0.0,AAPL,Apple Inc.,0.63,2.4,0.78,Monday,October,Q4,2024
210,"October 22, 2024",233.63,235.96,232.34,235.6,38846600,0.0,0.0,AAPL,Apple Inc.,-0.26,3.62,1.07,Tuesday,October,Q4,2024
211,"October 23, 2024",233.82,234.88,227.51,230.51,52287000,0.0,0.0,AAPL,Apple Inc.,-2.16,7.37,1.35,Wednesday,October,Q4,2024
212,"October 24, 2024",229.73,230.57,228.16,230.32,31109500,0.0,0.0,AAPL,Apple Inc.,-0.08,2.41,0.59,Thursday,October,Q4,2024
213,"October 25, 2024",229.49,232.96,229.32,231.16,38802300,0.0,0.0,AAPL,Apple Inc.,0.36,3.65,1.25,Friday,October,Q4,2024
214,"October 28, 2024",233.06,234.47,232.29,233.14,36087100,0.0,0.0,AAPL,Apple Inc.,0.86,2.18,0.93,Monday,October,Q4,2024
215,"October 29, 2024",232.84,234.07,232.06,233.41,35417200,0.0,0.0,AAPL,Apple Inc.,0.12,2.01,0.98,Tuesday,October,Q4,2024
216,"October 30, 2024",232.35,233.21,229.3,229.85,47070900,0.0,0.0,AAPL,Apple Inc.,-1.53,3.92,1.33,Wednesday,October,Q4,2024
217,"October 31, 2024",229.09,229.58,225.12,225.66,64370100,0.0,0.0,AAPL,Apple Inc.,-1.82,4.46,1.37,Thursday,October,Q4,2024
218,"November 01, 2024",220.73,225.1,220.03,222.67,65276700,0.0,0.0,AAPL,Apple Inc.,-1.33,5.07,1.01,Friday,November,Q4,2024
219,"November 04, 2024",220.75,222.55,219.47,221.77,44944500,0.0,0.0,AAPL,Apple Inc.,-0.4,3.08,0.69,Monday,November,Q4,2024
220,"November 05, 2024",221.56,223.7,220.9,223.2,28111300,0.0,0.0,AAPL,Apple Inc.,0.65,2.81,0.63,Tuesday,November,Q4,2024
221,"November 06, 2024",222.37,225.82,220.95,222.48,54561100,0.0,0.0,AAPL,Apple Inc.,-0.33,4.87,1.94,Wednesday,November,Q4,2024
222,"November 07, 2024",224.38,227.63,224.32,227.23,42137700,0.0,0.0,AAPL,Apple Inc.,2.14,3.31,0.77,Thursday,November,Q4,2024
223,"November 08, 2024",227.17,228.66,226.41,226.96,38328800,0.25,0.0,AAPL,Apple Inc.,-0.12,2.25,0.91,Friday,November,Q4,2024
224,"November 11, 2024",225.0,225.7,221.5,224.23,42005600,0.0,0.0,AAPL,Apple Inc.,-1.2,4.2,1.1,Monday,November,Q4,2024
225,"November 12, 2024",224.55,225.59,223.36,224.23,40398300,0.0,0.0,AAPL,Apple Inc.,0.0,2.23,0.96,Tuesday,November,Q4,2024
226,"November 13, 2024",224.01,226.65,222.76,225.12,48566200,0.0,0.0,AAPL,Apple Inc.,0.4,3.89,1.2,Wednesday,November,Q4,2024
227,"November 14, 2024",225.02,228.87,225.0,228.22,44923900,0.0,0.0,AAPL,Apple Inc.,1.38,3.87,0.93,Thursday,November,Q4,2024
228,"November 15, 2024",226.4,226.92,224.27,225.0,47923700,0.0,0.0,AAPL,Apple Inc.,-1.41,2.65,1.07,Friday,November,Q4,2024
229,"November 18, 2024",225.25,229.74,225.17,228.02,44686000,0.0,0.0,AAPL,Apple Inc.,1.34,4.57,0.93,Monday,November,Q4,2024
230,"November 19, 2024",226.98,230.16,226.66,228.28,36211800,0.0,0.0,AAPL,Apple Inc.,0.11,3.5,0.81,Tuesday,November,Q4,2024
231,"November 20, 2024",228.06,229.93,225.89,229.0,35169600,0.0,0.0,AAPL,Apple Inc.,0.32,4.04,0.97,Wednesday,November,Q4,2024
232,"November 21, 2024",228.88,230.16,225.71,228.52,42108300,0.0,0.0,AAPL,Apple Inc.,-0.21,4.45,1.2,Thursday,November,Q4,2024
233,"November 22, 2024",228.06,230.72,228.06,229.87,38168300,0.0,0.0,AAPL,Apple Inc.,0.59,2.66,0.91,Friday,November,Q4,2024
234,"November 25, 2024",231.46,233.25,229.74,232.87,90152800,0.0,0.0,AAPL,Apple Inc.,1.31,3.51,2.36,Monday,November,Q4,2024
235,"November 26, 2024",233.33,235.57,233.33,235.06,45986200,0.0,0.0,AAPL,Apple Inc.,0.94,2.24,0.51,Tuesday,November,Q4,2024
236,"November 27, 2024",234.47,235.69,233.81,234.93,33498400,0.0,0.0,AAPL,Apple Inc.,-0.06,1.88,0.73,Wednesday,November,Q4,2024
237,"November 29, 2024",234.81,237.81,233.97,237.33,28481400,0.0,0.0,AAPL,Apple Inc.,1.02,3.84,0.85,Friday,November,Q4,2024
238,"December 02, 2024",237.27,240.79,237.16,239.59,48137100,0.0,0.0,AAPL,Apple Inc.,0.95,3.63,1.69,Monday,December,Q4,2024
239,"December 03, 2024",239.81,242.76,238.9,242.65,38861000,0.0,0.0,AAPL,Apple Inc.,1.28,3.86,0.81,Tuesday,December,Q4,2024
240,"December 04, 2024",242.87,244.11,241.25,243.01,44383900,0.0,0.0,AAPL,Apple Inc.,0.15,2.86,1.14,Wednesday,December,Q4,2024
241,"December 05, 2024",243.99,244.54,242.13,243.04,40033900,0.0,0.0,AAPL,Apple Inc.,0.01,2.41,0.9,Thursday,December,Q4,2024
242,"December 06, 2024",242.91,244.63,242.08,242.84,36870600,0.0,0.0,AAPL,Apple Inc.,-0.08,2.55,0.92,Friday,December,Q4,2024
243,"December 09, 2024",241.83,247.24,241.75,246.75,44649200,0.0,0.0,AAPL,Apple Inc.,1.61,5.49,1.21,Monday,December,Q4,2024
244,"December 10, 2024",246.89,248.21,245.34,247.77,36914800,0.0,0.0,AAPL,Apple Inc.,0.41,2.87,0.83,Tuesday,December,Q4,2024
245,"December 11, 2024",247.96,250.8,246.26,246.49,45205800,0.0,0.0,AAPL,Apple Inc.,-0.52,4.54,1.22,Wednesday,December,Q4,2024
246,"December 12, 2024",246.89,248.74,245.68,247.96,32777500,0.0,0.0,AAPL,Apple Inc.,0.6,3.06,0.73,Thursday,December,Q4,2024
247,"December 13, 2024",247.82,249.29,246.24,248.13,33155300,0.0,0.0,AAPL,Apple Inc.,0.07,3.05,1.01,Friday,December,Q4,2024
248,"December 16, 2024",247.99,251.38,247.65,251.04,51694800,0.0,0.0,AAPL,Apple Inc.,1.17,3.73,1.56,Monday,December,Q4,2024
249,"December 17, 2024",250.08,253.83,249.78,253.48,51356400,0.0,0.0,AAPL,Apple Inc.,0.97,4.05,0.99,Tuesday,December,Q4,2024
250,"December 18, 2024",252.16,254.28,247.74,248.05,56774100,0.0,0.0,AAPL,Apple Inc.,-2.14,6.54,1.11,Wednesday,December,Q4,2024
251,"December 19, 2024",247.5,252.0,247.09,249.79,59903900,0.0,0.0,AAPL,Apple Inc.,0.7,4.91,1.06,Thursday,December,Q4,2024
252,"December 20, 2023",372.22,373.24,367.78,367.87,26316700,0.0,0.0,MSFT,Microsoft Corporation,0.0,5.46,1.0,Wednesday,December,Q4,2023
253,"December 21, 2023",369.79,371.63,367.29,370.77,17708000,0.0,0.0,MSFT,Microsoft Corporation,0.79,4.34,0.67,Thursday,December,Q4,2023
254,"December 22, 2023",370.91,372.4,369.94,371.8,17091100,0.0,0.0,MSFT,Microsoft Corporation,0.28,2.45,0.97,Friday,December,Q4,2023
255,"December 26, 2023",372.22,374.14,370.73,371.88,12673100,0.0,0.0,MSFT,Microsoft Corporation,0.02,3.41,0.74,Tuesday,December,Q4,2023
256,"December 27, 2023",370.92,372.28,370.04,371.29,14905400,0.0,0.0,MSFT,Microsoft Corporation,-0.16,2.23,1.18,Wednesday,December,Q4,2023
257,"December 28, 2023",372.58,373.67,371.38,372.49,14327000,0.0,0.0,MSFT,Microsoft Corporation,0.32,2.28,0.96,Thursday,December,Q4,2023
258,"December 29, 2023",373.21,374.36,370.71,373.25,18723000,0.0,0.0,MSFT,Microsoft Corporation,0.2,3.65,1.31,Friday,December,Q4,2023
259,"January 02, 2024",371.09,373.11,364.05,368.12,25258600,0.0,0.0,MSFT,Microsoft Corporation,-1.37,9.06,1.35,Tuesday,January,Q1,2024
260,"January 03, 2024",366.27,370.49,365.77,367.85,23083500,0.0,0.0,MSFT,Microsoft Corporation,-0.07,4.71,0.91,Wednesday,January,Q1,2024
261,"January 04, 2024",367.92,370.33,364.44,365.21,20901500,0.0,0.0,MSFT,Microsoft Corporation,-0.72,5.89,0.91,Thursday,January,Q1,2024
262,"January 05, 2024",366.23,369.3,363.78,365.02,20987000,0.0,0.0,MSFT,Microsoft Corporation,-0.05,5.52,1.0,Friday,January,Q1,2024
263,"January 08, 2024",366.56,372.42,366.27,371.91,23134000,0.0,0.0,MSFT,Microsoft Corporation,1.89,6.14,1.1,Monday,January,Q1,2024
264,"January 09, 2024",369.25,373.2,368.43,373.0,20830000,0.0,0.0,MSFT,Microsoft Corporation,0.29,4.76,0.9,Tuesday,January,Q1,2024
265,"January 10, 2024",373.58,381.32,373.53,379.93,25514200,0.0,0.0,MSFT,Microsoft Corporation,1.86,7.79,1.22,Wednesday,January,Q1,2024
266,"January 11, 2024",383.13,387.78,377.56,381.78,27850800,0.0,0.0,MSFT,Microsoft Corporation,0.49,10.22,1.09,Thursday,January,Q1,2024
267,"January 12, 2024",382.63,385.8,381.79,385.59,21645700,0.0,0.0,MSFT,Microsoft Corporation,1.0,4.0,0.78,Friday,January,Q1,2024
268,"January 16, 2024",390.74,391.11,384.74,387.37,27202300,0.0,0.0,MSFT,Microsoft Corporation,0.46,6.36,1.26,Tuesday,January,Q1,2024
269,"January 17, 2024",385.1,387.21,381.95,386.58,22234100,0.0,0.0,MSFT,Microsoft Corporation,-0.2,5.26,0.82,Wednesday,January,Q1,2024
270,"January 18, 2024",388.81,391.07,387.22,390.95,23392100,0.0,0.0,MSFT,Microsoft Corporation,1.13,3.84,1.05,Thursday,January,Q1,2024
271,"January 19, 2024",392.82,395.71,390.58,395.71,29272000,0.0,0.0,MSFT,Microsoft Corporation,1.22,5.13,1.25,Friday,January,Q1,2024
272,"January 22, 2024",397.05,397.65,390.67,393.57,27016900,0.0,0.0,MSFT,Microsoft Corporation,-0.54,6.98,0.92,Monday,January,Q1,2024
273,"January 23, 2024",392.81,396.42,391.01,395.94,20525900,0.0,0.0,MSFT,Microsoft Corporation,0.6,5.41,0.76,Tuesday,January,Q1,2024
274,"January 24, 2024",398.56,402.62,397.48,399.57,24867000,0.0,0.0,MSFT,Microsoft Corporation,0.92,5.14,1.21,Wednesday,January,Q1,2024
275,"January 25, 2024",401.32,403.99,399.54,401.86,21021200,0.0,0.0,MSFT,Microsoft Corporation,0.57,4.45,0.85,Thursday,January,Q1,2024
276,"January 26, 2024",401.37,403.16,399.44,400.93,17803300,0.0,0.0,MSFT,Microsoft Corporation,-0.23,3.71,0.85,Friday,January,Q1,2024
277,"January 29, 2024",403.05,406.94,401.33,406.68,24510200,0.0,0.0,MSFT,Microsoft Corporation,1.43,5.61,1.38,Monday,January,Q1,2024
278,"January 30, 2024",409.2,409.98,403.43,405.56,33477600,0.0,0.0,MSFT,Microsoft Corporation,-0.28,6.55,1.37,Tuesday,January,Q1,2024
279,"January 31, 2024",403.94,412.24,394.26,394.63,47871100,0.0,0.0,MSFT,Microsoft Corporation,-2.69,17.98,1.43,Wednesday,January,Q1,2024
280,"February 01, 2024",398.85,404.97,398.82,400.78,30657700,0.0,0.0,MSFT,Microsoft Corporation,1.56,6.15,0.64,Thursday,February,Q1,2024
281,"February 02, 2024",400.81,409.59,400.56,408.17,28245000,0.0,0.0,MSFT,Microsoft Corporation,1.84,9.02,0.92,Friday,February,Q1,2024
282,"February 05, 2024",406.86,408.11,400.99,402.64,25352300,0.0,0.0,MSFT,Microsoft Corporation,-1.35,7.12,0.9,Monday,February,Q1,2024
283,"February 06, 2024",402.87,404.94,399.92,402.48,18382600,0.0,0.0,MSFT,Microsoft Corporation,-0.04,5.02,0.73,Tuesday,February,Q1,2024
284,"February 07, 2024",404.42,411.22,404.38,410.98,22340500,0.0,0.0,MSFT,Microsoft Corporation,2.11,6.85,1.22,Wednesday,February,Q1,2024
285,"February 08, 2024",410.98,412.48,409.47,411.04,21225300,0.0,0.0,MSFT,Microsoft Corporation,0.01,3.01,0.95,Thursday,February,Q1,2024
286,"February 09, 2024",412.17,417.7,412.01,417.43,22032800,0.0,0.0,MSFT,Microsoft Corporation,1.56,5.69,1.04,Friday,February,Q1,2024
287,"February 12, 2024",417.44,417.62,411.67,412.18,21202900,0.0,0.0,MSFT,Microsoft Corporation,-1.26,5.95,0.96,Monday,February,Q1,2024
288,"February 13, 2024",401.93,407.03,400.4,403.3,27824900,0.0,0.0,MSFT,Microsoft Corporation,-2.15,6.63,1.31,Tuesday,February,Q1,2024
289,"February 14, 2024",405.79,407.55,402.31,407.2,20401200,0.75,0.0,MSFT,Microsoft Corporation,0.97,5.24,0.73,Wednesday,February,Q1,2024
290,"February 15, 2024",405.86,406.84,402.03,404.29,21825500,0.0,0.0,MSFT,Microsoft Corporation,-0.72,4.81,1.07,Thursday,February,Q1,2024
291,"February 16, 2024",405.68,406.01,401.19,401.8,22281100,0.0,0.0,MSFT,Microsoft Corporation,-0.61,4.82,1.02,Friday,February,Q1,2024
292,"February 20, 2024",400.99,402.23,395.79,400.54,24307900,0.0,0.0,MSFT,Microsoft Corporation,-0.31,6.44,1.09,Tuesday,February,Q1,2024
293,"February 21, 2024",397.93,400.04,395.0,399.93,18631100,0.0,0.0,MSFT,Microsoft Corporation,-0.15,5.04,0.77,Wednesday,February,Q1,2024
294,"February 22, 2024",407.9,410.52,406.29,409.35,27009900,0.0,0.0,MSFT,Microsoft Corporation,2.35,4.24,1.45,Thursday,February,Q1,2024
295,"February 23, 2024",413.35,413.54,406.69,408.05,16295900,0.0,0.0,MSFT,Microsoft Corporation,-0.32,6.85,0.6,Friday,February,Q1,2024
296,"February 26, 2024",409.16,409.86,405.08,405.26,16193500,0.0,0.0,MSFT,Microsoft Corporation,-0.68,4.77,0.99,Monday,February,Q1,2024
297,"February 27, 2024",405.71,406.04,401.59,405.2,14835800,0.0,0.0,MSFT,Microsoft Corporation,-0.01,4.45,0.92,Tuesday,February,Q1,2024
298,"February 28, 2024",405.9,407.01,403.06,405.44,13183100,0.0,0.0,MSFT,Microsoft Corporation,0.06,3.96,0.89,Wednesday,February,Q1,2024
299,"February 29, 2024",406.36,411.89,403.65,411.33,31947300,0.0,0.0,MSFT,Microsoft Corporation,1.45,8.23,2.42,Thursday,February,Q1,2024
300,"March 01, 2024",408.97,413.55,408.58,413.18,17800300,0.0,0.0,MSFT,Microsoft Corporation,0.45,4.96,0.56,Friday,March,Q1,2024
301,"March 04, 2024",411.13,415.02,410.02,412.6,17596000,0.0,0.0,MSFT,Microsoft Corporation,-0.14,5.0,0.99,Monday,March,Q1,2024
302,"March 05, 2024",411.65,411.94,398.4,400.4,26919200,0.0,0.0,MSFT,Microsoft Corporation,-2.96,13.53,1.53,Tuesday,March,Q1,2024
303,"March 06, 2024",400.72,402.9,396.16,399.84,22344100,0.0,0.0,MSFT,Microsoft Corporation,-0.14,6.73,0.83,Wednesday,March,Q1,2024
304,"March 07, 2024",403.85,407.49,399.99,406.85,18718500,0.0,0.0,MSFT,Microsoft Corporation,1.75,7.5,0.84,Thursday,March,Q1,2024
305,"March 08, 2024",405.68,408.13,402.07,403.95,17971700,0.0,0.0,MSFT,Microsoft Corporation,-0.71,6.06,0.96,Friday,March,Q1,2024
306,"March 11, 2024",401.5,403.41,399.02,402.26,16120800,0.0,0.0,MSFT,Microsoft Corporation,-0.42,4.4,0.9,Monday,March,Q1,2024
307,"March 12, 2024",405.34,413.25,404.52,412.96,22457000,0.0,0.0,MSFT,Microsoft Corporation,2.66,8.73,1.39,Tuesday,March,Q1,2024
308,"March 13, 2024",415.76,415.84,409.15,412.78,17115900,0.0,0.0,MSFT,Microsoft Corporation,-0.04,6.69,0.76,Wednesday,March,Q1,2024
309,"March 14, 2024",417.89,425.43,415.65,422.84,34157300,0.0,0.0,MSFT,Microsoft Corporation,2.44,9.78,2.0,Thursday,March,Q1,2024
310,"March 15, 2024",416.95,420.24,410.48,414.09,45049800,0.0,0.0,MSFT,Microsoft Corporation,-2.07,9.76,1.32,Friday,March,Q1,2024
311,"March 18, 2024",411.94,418.38,411.47,414.99,20106000,0.0,0.0,MSFT,Microsoft Corporation,0.22,6.91,0.45,Monday,March,Q1,2024
312,"March 19, 2024",415.5,419.31,413.23,419.06,19837900,0.0,0.0,MSFT,Microsoft Corporation,0.98,6.09,0.99,Tuesday,March,Q1,2024
313,"March 20, 2024",419.64,423.58,418.31,422.85,17860100,0.0,0.0,MSFT,Microsoft Corporation,0.91,5.27,0.9,Wednesday,March,Q1,2024
314,"March 21, 2024",427.43,428.41,424.77,426.97,21296200,0.0,0.0,MSFT,Microsoft Corporation,0.97,3.64,1.19,Thursday,March,Q1,2024
315,"March 22, 2024",427.3,427.46,423.69,426.34,17636500,0.0,0.0,MSFT,Microsoft Corporation,-0.15,3.77,0.83,Friday,March,Q1,2024
316,"March 25, 2024",422.86,425.02,419.25,420.5,18060500,0.0,0.0,MSFT,Microsoft Corporation,-1.37,5.77,1.02,Monday,March,Q1,2024
317,"March 26, 2024",423.23,423.61,419.0,419.29,16725600,0.0,0.0,MSFT,Microsoft Corporation,-0.29,4.61,0.93,Tuesday,March,Q1,2024
318,"March 27, 2024",422.07,422.08,416.67,419.08,16705000,0.0,0.0,MSFT,Microsoft Corporation,-0.05,5.41,1.0,Wednesday,March,Q1,2024
319,"March 28, 2024",418.61,419.51,416.78,418.37,21871200,0.0,0.0,MSFT,Microsoft Corporation,-0.17,2.73,1.31,Thursday,March,Q1,2024
320,"April 01, 2024",421.58,425.5,419.86,422.2,16316000,0.0,0.0,MSFT,Microsoft Corporation,0.92,5.64,0.75,Monday,April,Q2,2024
321,"April 02, 2024",417.76,420.02,415.51,419.09,17912000,0.0,0.0,MSFT,Microsoft Corporation,-0.74,4.51,1.1,Tuesday,April,Q2,2024
322,"April 03, 2024",417.39,420.9,416.75,418.1,16502300,0.0,0.0,MSFT,Microsoft Corporation,-0.23,4.15,0.92,Wednesday,April,Q2,2024
323,"April 04, 2024",422.62,426.28,415.24,415.55,19370900,0.0,0.0,MSFT,Microsoft Corporation,-0.61,11.04,1.17,Thursday,April,Q2,2024
324,"April 05, 2024",417.66,424.13,415.98,423.14,16544300,0.0,0.0,MSFT,Microsoft Corporation,1.83,8.14,0.85,Friday,April,Q2,2024
325,"April 08, 2024",422.79,424.89,420.94,422.22,14272400,0.0,0.0,MSFT,Microsoft Corporation,-0.22,3.96,0.86,Monday,April,Q2,2024
326,"April 09, 2024",424.06,425.35,419.26,423.9,12512300,0.0,0.0,MSFT,Microsoft Corporation,0.4,6.09,0.88,Tuesday,April,Q2,2024
327,"April 10, 2024",419.83,421.66,417.36,420.9,16216600,0.0,0.0,MSFT,Microsoft Corporation,-0.71,4.31,1.3,Wednesday,April,Q2,2024
328,"April 11, 2024",423.44,426.97,420.0,425.54,17966400,0.0,0.0,MSFT,Microsoft Corporation,1.1,6.97,1.11,Thursday,April,Q2,2024
329,"April 12, 2024",421.68,422.8,417.42,419.54,19232100,0.0,0.0,MSFT,Microsoft Corporation,-1.41,5.38,1.07,Friday,April,Q2,2024
330,"April 15, 2024",424.22,424.44,411.12,411.33,20273500,0.0,0.0,MSFT,Microsoft Corporation,-1.96,13.32,1.05,Monday,April,Q2,2024
331,"April 16, 2024",412.25,416.06,411.42,412.26,16765600,0.0,0.0,MSFT,Microsoft Corporation,0.23,4.64,0.83,Tuesday,April,Q2,2024
332,"April 17, 2024",414.92,416.54,408.04,409.54,15855500,0.0,0.0,MSFT,Microsoft Corporation,-0.66,8.5,0.95,Wednesday,April,Q2,2024
333,"April 18, 2024",408.34,409.59,401.69,402.01,21029900,0.0,0.0,MSFT,Microsoft Corporation,-1.84,7.9,1.33,Thursday,April,Q2,2024
334,"April 19, 2024",401.77,403.21,395.55,396.89,30276500,0.0,0.0,MSFT,Microsoft Corporation,-1.27,7.67,1.44,Friday,April,Q2,2024
335,"April 22, 2024",397.84,400.6,393.54,398.72,20286900,0.0,0.0,MSFT,Microsoft Corporation,0.46,7.06,0.67,Monday,April,Q2,2024
336,"April 23, 2024",401.98,405.92,400.81,405.29,15734500,0.0,0.0,MSFT,Microsoft Corporation,1.65,5.11,0.78,Tuesday,April,Q2,2024
337,"April 24, 2024",407.27,410.17,404.51,406.77,15065300,0.0,0.0,MSFT,Microsoft Corporation,0.37,5.66,0.96,Wednesday,April,Q2,2024
338,"April 25, 2024",391.83,397.66,385.86,396.81,40586500,0.0,0.0,MSFT,Microsoft Corporation,-2.45,11.79,2.69,Thursday,April,Q2,2024
339,"April 26, 2024",409.87,410.69,403.49,404.05,29694700,0.0,0.0,MSFT,Microsoft Corporation,1.82,7.2,0.73,Friday,April,Q2,2024
340,"April 29, 2024",402.99,404.05,396.96,400.0,19582100,0.0,0.0,MSFT,Microsoft Corporation,-1.0,7.09,0.66,Monday,April,Q2,2024
341,"April 30, 2024",399.25,399.91,387.0,387.15,28781400,0.0,0.0,MSFT,Microsoft Corporation,-3.21,12.92,1.47,Tuesday,April,Q2,2024
342,"May 01, 2024",390.42,399.48,388.13,392.73,23562500,0.0,0.0,MSFT,Microsoft Corporation,1.44,11.35,0.82,Wednesday,May,Q2,2024
343,"May 02, 2024",395.44,397.7,392.45,395.62,17709400,0.0,0.0,MSFT,Microsoft Corporation,0.73,5.25,0.75,Thursday,May,Q2,2024
344,"May 03, 2024",400.03,404.88,399.61,404.39,17446700,0.0,0.0,MSFT,Microsoft Corporation,2.22,5.26,0.99,Friday,May,Q2,2024
345,"May 06, 2024",406.48,411.62,404.1,411.23,16996600,0.0,0.0,MSFT,Microsoft Corporation,1.69,7.52,0.97,Monday,May,Q2,2024
346,"May 07, 2024",412.34,412.35,406.8,407.05,20018200,0.0,0.0,MSFT,Microsoft Corporation,-1.02,5.55,1.18,Tuesday,May,Q2,2024
347,"May 08, 2024",405.89,409.93,404.44,408.25,11792300,0.0,0.0,MSFT,Microsoft Corporation,0.29,5.49,0.59,Wednesday,May,Q2,2024
348,"May 09, 2024",408.28,410.41,406.81,410.02,14689700,0.0,0.0,MSFT,Microsoft Corporation,0.43,3.6,1.25,Thursday,May,Q2,2024
